"","sim93.X1","sim93.X2","sim93.X3","sim93.X4","sim93.X5","sim93.Country","sim93.score","sim93.rank","sim93.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","TANIGAWA WATARU","KAYA KAZUMA","SUGINO TAKAAKI","JPN",261.36575,1,3
"2","SHI CONG","ZHANG BOHENG","SU WEIDE","YIN DEHANG","ZOU JINGYUAN","CHN",260.10975,2,2
"3","JUDA PAUL","MOLDAUER YUL","MALONE BRODY","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","USA",259.63875,3,1
"4","FRASER JOE","WHITLOCK MAX","TULLOCH COURTNEY","JARMAN JAKE","LEWIS JAMIE","GBR",254.654,4,0
"5","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","TUR",251.4355,5,0
"6","KOCHAN LUCAS","SISSAKIS DARIO","HOSSEINI MILAN","DAUSER LUKAS","DUNKEL NILS","GER",250.258,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",249.51225,7,0
"8","MOZZATO NICOLO","BARTOLINI NICOLA","MACCHIATI MARIO","BONICELLI LORENZO","LODADIO MARCO","ITA",249.11975,8,0
"9","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","KAJI CHRIS","RAMPERSAD JAYSON","CAN",248.845,9,0
"10","SEIFERT NOE","SERHANI TAHA","RAUBAL IAN","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","SUI",247.8245,10,0
"11","ABAD NESTOR","MIR NICOLAU","DIALLO THIERNO","JIMENEZ PAU","PLATA JOEL","ESP",246.2545,11,0
