"","sim64.X1","sim64.X2","sim64.X3","sim64.X4","sim64.X5","sim64.Country","sim64.score","sim64.rank","sim64.weight"
"1","SHI CONG","ZHANG BOHENG","SU WEIDE","SUN WEI","LAN XINGYU","CHN",260.62,1,3
"2","CHIBA KENTA","HASHIMOTO DAIKI","KAYA KAZUMA","KOGA HIRAMATSU","KAMOTO YUYA","JPN",259.79575,2,2
"3","JUDA PAUL","MALONE BRODY","YOUNG KHOI","BOCK CAMERON","MOLDAUER YUL","USA",257.2445,3,1
"4","FRASER JOE","JARMAN JAKE","TULLOCH COURTNEY","REGINI GIARNNI","HEPWORTH HARRY","GBR",253.75125,4,0
"5","ASIL ADEM","COLAK IBRAHIM","ARICAN FERHAT","OENDER AHMET","KOSAK MEHMET","TUR",250.61125,5,0
"6","LEVANTESI MATTEO","VANNUCCHI NICCOLO","ABBADINI YUMIN","BARTOLINI NICOLA","LODADIO MARCO","ITA",249.63,6,0
"7","DAUSER LUKAS","KOCHAN LUCAS","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",248.09925,7,0
"8","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","VASHCHENKO ROMAN","RADIVILOV IGOR","UKR",247.94225,8,0
"9","BAUMANN CHRISTIAN","TAMSEL DOMINIC","FREY ANDRIN","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.3535,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",245.19475,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","ESP",244.606,11,0
