"","sim90.X1","sim90.X2","sim90.X3","sim90.X4","sim90.X5","sim90.Country","sim90.score","sim90.rank","sim90.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","TANIGAWA KAKERU","CHIBA KENTA","KAYA KAZUMA","JPN",260.89475,1,3
"2","SU WEIDE","SUN WEI","ZHANG BOHENG","SHI CONG","LIU YANG","CHN",260.2275,2,2
"3","BRIONES BRANDON","MALONE BRODY","MOLDAUER YUL","BOCK CAMERON","HONG ASHER","USA",257.48,3,1
"4","FRASER JOE","REGINI GIARNNI","JARMAN JAKE","LEWIS JAMIE","WHITEHOUSE LUKE","GBR",254.8895,4,0
"5","ABBADINI YUMIN","CASALI LORENZO","MACCHIATI MARIO","SARRUGERIO MARCO","BARTOLINI NICOLA","ITA",249.82625,5,0
"6","DAUSER LUKAS","HOERR CARLO","BRENDEL PASCAL","KOCHAN LUCAS","DUNKEL NILS","GER",249.63,6,0
"7","KOVTUN ILLIA","PAKHNIUK PETRO","CHEPURNYI NAZAR","RADIVILOV IGOR","VASHCHENKO ROMAN","UKR",249.59075,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.25625,8,0
"9","ABAD NESTOR","JIMENEZ PAU","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","ESP",248.217,9,0
"10","SERHANI SAMIR","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SEIFERT NOE","SUI",247.746,10,0
"11","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","TUR",247.23575,11,0
