"","sim113.X1","sim113.X2","sim113.X3","sim113.X4","sim113.X5","sim113.Country","sim113.score","sim113.rank","sim113.weight"
"1","HASHIMOTO DAIKI","SUGIMOTO KAITO","DOI RYOSUKE","TANIGAWA WATARU","RYOTA TSUMURA","JPN",263.5245,1,3
"2","SHI CONG","ZHANG BOHENG","SUN WEI","YANG JIAXING","LAN XINGYU","CHN",260.2275,2,2
"3","MALONE BRODY","RICHARD FRED","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","USA",259.678,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","WHITEHOUSE LUKE","GBR",256.9305,4,0
"5","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","ASIL ADEM","KOSAK MEHMET","TUR",251.16075,5,0
"6","ABBADINI YUMIN","BARTOLINI NICOLA","CASALI LORENZO","SARRUGERIO MARCO","LEVANTESI MATTEO","ITA",249.82625,6,0
"7","SEIFERT NOE","SERHANI SAMIR","LANGENEGGER FLORIAN","RAUBAL IAN","BAUMANN CHRISTIAN","SUI",248.64875,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",247.1965,8,0
"9","BRENDEL PASCAL","KOCHAN LUCAS","TREBING GLENN","DAUSER LUKAS","HOSSEINI MILAN","GER",246.961,9,0
"10","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","PLATA JOEL","ESP",246.21525,10,0
"11","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","VASHCHENKO ROMAN","UKR",245.11625,11,0
