"","sim31.X1","sim31.X2","sim31.X3","sim31.X4","sim31.X5","sim31.Country","sim31.score","sim31.rank","sim31.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","SUGINO TAKAAKI","TANIGAWA WATARU","KAYA KAZUMA","JPN",262.38625,1,3
"2","MALONE BRODY","JUDA PAUL","MOLDAUER YUL","YOUNG KHOI","WALKER COLT","USA",259.4425,2,2
"3","SU WEIDE","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",259.2855,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","HEPWORTH HARRY","JARMAN JAKE","GBR",257.28375,4,0
"5","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","KOSAK MEHMET","TUR",250.14025,5,0
"6","CHEPURNYI NAZAR","PAKHNIUK PETRO","STELMAKH RADOMYR","KOVTUN ILLIA","RADIVILOV IGOR","UKR",250.06175,6,0
"7","MOZZATO NICOLO","BARTOLINI NICOLA","CASALI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",249.82625,7,0
"8","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","KAJI CHRIS","RAMPERSAD JAYSON","CAN",248.7665,8,0
"9","BAUMANN CHRISTIAN","SEIFERT NOE","RAUBAL IAN","LANGENEGGER FLORIAN","SERHANI SAMIR","SUI",247.54975,9,0
"10","BRENDEL PASCAL","DUNKEL NILS","HOSSEINI MILAN","KOCHAN LUCAS","TREBING GLENN","GER",247.39275,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",244.9985,11,0
