"","sim18.X1","sim18.X2","sim18.X3","sim18.X4","sim18.X5","sim18.Country","sim18.score","sim18.rank","sim18.weight"
"1","SUN WEI","ZHANG BOHENG","LIN CHAOPAN","YANG JIAXING","ZOU JINGYUAN","CHN",260.58075,1,3
"2","JUDA PAUL","MALONE BRODY","SUN BLAKE","YOUNG KHOI","HONG ASHER","USA",260.306,2,2
"3","DOI RYOSUKE","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA WATARU","TACHIBANA SHIGA","JPN",258.422,3,1
"4","HALL JAMES","REGINI GIARNNI","FRASER JOE","LEWIS JAMIE","TULLOCH COURTNEY","GBR",253.20175,4,0
"5","ABBADINI YUMIN","BARTOLINI NICOLA","MOZZATO NICOLO","SARRUGERIO MARCO","CASALI LORENZO","ITA",251.23925,5,0
"6","ASIL ADEM","COLAK IBRAHIM","OENDER AHMET","ARICAN FERHAT","ONDER AHMET","TUR",250.8075,6,0
"7","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","PLATA JOEL","ESP",248.96275,7,0
"8","SERHANI SAMIR","FREY ANDRIN","LANGENEGGER FLORIAN","RAUBAL IAN","SEIFERT NOE","SUI",248.80575,8,0
"9","DAUSER LUKAS","HOERR CARLO","HOSSEINI MILAN","KOCHAN LUCAS","TREBING GLENN","GER",248.80575,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",248.72725,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",244.92,11,0
