"","sim5.X1","sim5.X2","sim5.X3","sim5.X4","sim5.X5","sim5.Country","sim5.score","sim5.rank","sim5.weight"
"1","JUDA PAUL","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","NEDOROSCIK STEPHEN","USA",261.6405,1,3
"2","DOI RYOSUKE","SUGIMOTO KAITO","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA WATARU","JPN",260.463,2,2
"3","SHI CONG","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",259.2855,3,1
"4","FRASER JOE","REGINI GIARNNI","WHITEHOUSE LUKE","TOBIN ADAM","TULLOCH COURTNEY","GBR",254.34,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",252.0635,5,0
"6","SEIFERT NOE","SERHANI TAHA","SERHANI SAMIR","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.86375,6,0
"7","MACCHIATI MARIO","VANNUCCHI NICCOLO","BARTOLINI NICOLA","CASALI LORENZO","LODADIO MARCO","ITA",247.118,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",246.176,8,0
"9","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",246.019,9,0
"10","DAUSER LUKAS","KOCHAN LUCAS","KUNZ ALEXANDER","DUNKEL NILS","TREBING GLENN","GER",245.82275,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",244.25275,11,0
