"","sim75.X1","sim75.X2","sim75.X3","sim75.X4","sim75.X5","sim75.Country","sim75.score","sim75.rank","sim75.weight"
"1","SHI CONG","ZHANG BOHENG","LAN XINGYU","LIU YANG","YANG JIAXING","CHN",260.18825,1,3
"2","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","WHITTENBURG DONNELL","HONG ASHER","USA",259.40325,2,2
"3","KAWAKAMI SHOHEI","HASHIMOTO DAIKI","TANIGAWA WATARU","CHIBA KENTA","TANIGAWA KAKERU","JPN",257.2445,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","MCCLENAGHAN RHYS","TOBIN ADAM","GBR",255.753,4,0
"5","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","KOSAK MEHMET","TUR",252.3775,5,0
"6","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",251.043,6,0
"7","ABBADINI YUMIN","MOZZATO NICOLO","BARTOLINI NICOLA","MACCHIATI MARIO","SARRUGERIO MARCO","ITA",250.84675,7,0
"8","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","ESP",248.06,8,0
"9","HOERR CARLO","DAUSER LUKAS","KOCHAN LUCAS","DUNKEL NILS","TREBING GLENN","GER",248.06,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",246.92175,10,0
"11","BAUMANN CHRISTIAN","RAUBAL IAN","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SEIFERT NOE","SUI",246.019,11,0
