"","sim6.X1","sim6.X2","sim6.X3","sim6.X4","sim6.X5","sim6.Country","sim6.score","sim6.rank","sim6.weight"
"1","SHI CONG","ZHANG BOHENG","YANG JIAXING","ZOU JINGYUAN","SUN WEI","CHN",262.38625,1,3
"2","MALONE BRODY","GUIMARAES VITALIY","WALKER COLT","YOUNG KHOI","BRIONES BRANDON","USA",261.7975,2,2
"3","DOI RYOSUKE","TANIGAWA KAKERU","RYOTA TSUMURA","HASHIMOTO DAIKI","SUGIMOTO KAITO","JPN",261.28725,3,1
"4","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","KOSAK MEHMET","TUR",254.06525,4,0
"5","FRASER JOE","REGINI GIARNNI","JARMAN JAKE","WHITEHOUSE LUKE","LEWIS JAMIE","GBR",251.2,5,0
"6","MOZZATO NICOLO","BARTOLINI NICOLA","CASALI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",250.101,6,0
"7","HOERR CARLO","TREBING GLENN","HOSSEINI MILAN","DAUSER LUKAS","KOCHAN LUCAS","GER",248.64875,7,0
"8","SEIFERT NOE","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.47125,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.92175,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",246.8825,10,0
"11","ABAD NESTOR","PLATA JOEL","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","ESP",244.292,11,0
