"","sim54.X1","sim54.X2","sim54.X3","sim54.X4","sim54.X5","sim54.Country","sim54.score","sim54.rank","sim54.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","TANIGAWA WATARU","KAYA KAZUMA","SUGINO TAKAAKI","JPN",260.03125,1,3
"2","JUDA PAUL","MALONE BRODY","RICHARD FRED","WHITTENBURG DONNELL","HONG ASHER","USA",259.992,2,2
"3","SHI CONG","SUN WEI","ZHANG BOHENG","YIN DEHANG","YANG JIAXING","CHN",259.5995,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","LEWIS JAMIE","HEPWORTH HARRY","GBR",255.32125,4,0
"5","MOZZATO NICOLO","BARTOLINI NICOLA","LEVANTESI MATTEO","MACCHIATI MARIO","BONICELLI LORENZO","ITA",250.14025,5,0
"6","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",249.66925,6,0
"7","LANGENEGGER FLORIAN","SERHANI TAHA","TAMSEL DOMINIC","SEIFERT NOE","SERHANI SAMIR","SUI",249.11975,7,0
"8","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","ABAD NESTOR","DIALLO THIERNO","ESP",248.33475,8,0
"9","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",247.94225,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",247.589,10,0
"11","DAUSER LUKAS","HOSSEINI MILAN","KOCHAN LUCAS","TREBING GLENN","BRENDEL PASCAL","GER",245.705,11,0
