"","sim51.X1","sim51.X2","sim51.X3","sim51.X4","sim51.X5","sim51.Country","sim51.score","sim51.rank","sim51.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","KAYA KAZUMA","CHIBA KENTA","RYOTA TSUMURA","JPN",262.8965,1,3
"2","SU WEIDE","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",259.01075,2,2
"3","HONG ASHER","MALONE BRODY","CHOU J.R.","SUN BLAKE","WHITTENBURG DONNELL","USA",258.579,3,1
"4","FRASER JOE","NATHAN JOSHUA","TOBIN ADAM","WHITLOCK MAX","TULLOCH COURTNEY","GBR",254.92875,4,0
"5","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",252.88775,5,0
"6","VANNUCCHI NICCOLO","BARTOLINI NICOLA","ABBADINI YUMIN","ROSA EDOARDO","LODADIO MARCO","ITA",250.572,6,0
"7","BAUMANN CHRISTIAN","SEIFERT NOE","TAMSEL DOMINIC","FREY ANDRIN","SERHANI TAHA","SUI",249.74775,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",249.159,8,0
"9","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",247.8245,9,0
"10","KOCHAN LUCAS","DAUSER LUKAS","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",245.7835,10,0
"11","ABAD NESTOR","DIALLO THIERNO","WILLIAMS JOSHUA","MIR NICOLAU","PLATA JOEL","ESP",244.5275,11,0
